DORK,URL,NUMBER OF RESULTS,
slash_developer_space_key,https://github.com/search?q=org%3AIBM+slash_developer_space_key&type=Code,0,
snoowrap_password,https://github.com/search?q=org%3AIBM+snoowrap_password&type=Code,0,
socrata_password,https://github.com/search?q=org%3AIBM+socrata_password&type=Code,0,
sonar_organization_key,https://github.com/search?q=org%3AIBM+sonar_organization_key&type=Code,0,
sonatype_token_password,https://github.com/search?q=org%3AIBM+sonatype_token_password&type=Code,0,
soundcloud_password,https://github.com/search?q=org%3AIBM+soundcloud_password&type=Code,0,
sql_password,https://github.com/search?q=org%3AIBM+sql_password&type=Code,0,
sqsaccesskey,https://github.com/search?q=org%3AIBM+sqsaccesskey&type=Code,0,
square_access_token,https://github.com/search?q=org%3AIBM+square_access_token&type=Code,0,
square_token,https://github.com/search?q=org%3AIBM+square_token&type=Code,0,
squareSecret,https://github.com/search?q=org%3AIBM+squareSecret&type=Code,0,
ssh2_auth_password,https://github.com/search?q=org%3AIBM+ssh2_auth_password&type=Code,0,
stormpath_api_key_id,https://github.com/search?q=org%3AIBM+stormpath_api_key_id&type=Code,0,
stormpath_api_key_secret,https://github.com/search?q=org%3AIBM+stormpath_api_key_secret&type=Code,0,
strip_secret_key,https://github.com/search?q=org%3AIBM+strip_secret_key&type=Code,0,
stripe_key,https://github.com/search?q=org%3AIBM+stripe_key&type=Code,0,
stripe_secret,https://github.com/search?q=org%3AIBM+stripe_secret&type=Code,0,
stripToken,https://github.com/search?q=org%3AIBM+stripToken&type=Code,0,
svn_pass,https://github.com/search?q=org%3AIBM+svn_pass&type=Code,0,
tesco_api_key,https://github.com/search?q=org%3AIBM+tesco_api_key&type=Code,0,
tester_keys_password,https://github.com/search?q=org%3AIBM+tester_keys_password&type=Code,0,
thera_oss_access_key,https://github.com/search?q=org%3AIBM+thera_oss_access_key&type=Code,0,
trusted_hosts,https://github.com/search?q=org%3AIBM+trusted_hosts&type=Code,0,
twilio_accountsid,https://github.com/search?q=org%3AIBM+twilio_accountsid&type=Code,0,
twilio_secret,https://github.com/search?q=org%3AIBM+twilio_secret&type=Code,0,
twilio_secret_token,https://github.com/search?q=org%3AIBM+twilio_secret_token&type=Code,0,
twilio_token,https://github.com/search?q=org%3AIBM+twilio_token&type=Code,0,
twilioapiauth,https://github.com/search?q=org%3AIBM+twilioapiauth&type=Code,0,
twiliosecret,https://github.com/search?q=org%3AIBM+twiliosecret&type=Code,0,
twitterKey,https://github.com/search?q=org%3AIBM+twitterKey&type=Code,0,
zen_tkn,https://github.com/search?q=org%3AIBM+zen_tkn&type=Code,0,
zen_token,https://github.com/search?q=org%3AIBM+zen_token&type=Code,0,
zendesk_url,https://github.com/search?q=org%3AIBM+zendesk_url&type=Code,0,
twilio_account_id,https://github.com/search?q=org%3AIBM+twilio_account_id&type=Code,0,
twilio_account_secret,https://github.com/search?q=org%3AIBM+twilio_account_secret&type=Code,0,
twilio_acount_sid NOT env,https://github.com/search?q=org%3AIBM+twilio_acount_sid+NOT+env&type=Code,0,
twilio_api,https://github.com/search?q=org%3AIBM+twilio_api&type=Code,0,
twilio_api_auth,https://github.com/search?q=org%3AIBM+twilio_api_auth&type=Code,0,
twilio_api_sid,https://github.com/search?q=org%3AIBM+twilio_api_sid&type=Code,0,
twilio_api_token,https://github.com/search?q=org%3AIBM+twilio_api_token&type=Code,0,
zen_key,https://github.com/search?q=org%3AIBM+zen_key&type=Code,0,
zendesk_api_token,https://github.com/search?q=org%3AIBM+zendesk_api_token&type=Code,0,
zendesk_key,https://github.com/search?q=org%3AIBM+zendesk_key&type=Code,0,
zendesk_token,https://github.com/search?q=org%3AIBM+zendesk_token&type=Code,0,
zendesk_username,https://github.com/search?q=org%3AIBM+zendesk_username&type=Code,0,
app_debug,https://github.com/search?q=org%3AIBM+app_debug&type=Code,1,
app_secret,https://github.com/search?q=org%3AIBM+app_secret&type=Code,1,
aws_key,https://github.com/search?q=org%3AIBM+aws_key&type=Code,1,
aws_secret,https://github.com/search?q=org%3AIBM+aws_secret&type=Code,1,
cache_s3_secret_key,https://github.com/search?q=org%3AIBM+cache_s3_secret_key&type=Code,1,
docker_key,https://github.com/search?q=org%3AIBM+docker_key&type=Code,1,
extension:sql mysql dump,https://github.com/search?q=org%3AIBM+extension%3Asql+mysql+dump&type=Code,1,
extension:sql mysql dump password,https://github.com/search?q=org%3AIBM+extension%3Asql+mysql+dump+password&type=Code,1,
extension:zsh,https://github.com/search?q=org%3AIBM+extension%3Azsh&type=Code,1,
filename:_netrc password,https://github.com/search?q=org%3AIBM+filename%3A_netrc+password&type=Code,1,
filename:.git-credentials,https://github.com/search?q=org%3AIBM+filename%3A.git-credentials&type=Code,1,
filename:.netrc password,https://github.com/search?q=org%3AIBM+filename%3A.netrc+password&type=Code,1,
filename:.sh_history,https://github.com/search?q=org%3AIBM+filename%3A.sh_history&type=Code,1,
filename:config.json auths,https://github.com/search?q=org%3AIBM+filename%3Aconfig.json+auths&type=Code,1,
filename:git-credentials,https://github.com/search?q=org%3AIBM+filename%3Agit-credentials&type=Code,1,
filename:netrc,https://github.com/search?q=org%3AIBM+filename%3Anetrc&type=Code,1,
filename:prod.exs,https://github.com/search?q=org%3AIBM+filename%3Aprod.exs&type=Code,1,
filename:sshd_config,https://github.com/search?q=org%3AIBM+filename%3Asshd_config&type=Code,1,
ldap_password,https://github.com/search?q=org%3AIBM+ldap_password&type=Code,1,
linux_signing_key,https://github.com/search?q=org%3AIBM+linux_signing_key&type=Code,1,
npmrc _auth,https://github.com/search?q=org%3AIBM+npmrc+_auth&type=Code,1,
ossrh_jira_password,https://github.com/search?q=org%3AIBM+ossrh_jira_password&type=Code,1,
ossrh_pass,https://github.com/search?q=org%3AIBM+ossrh_pass&type=Code,1,
rest_api_key,https://github.com/search?q=org%3AIBM+rest_api_key&type=Code,1,
secret_token,https://github.com/search?q=org%3AIBM+secret_token&type=Code,1,
sonar_project_key,https://github.com/search?q=org%3AIBM+sonar_project_key&type=Code,1,
strip_key,https://github.com/search?q=org%3AIBM+strip_key&type=Code,1,
api_key_secret,https://github.com/search?q=org%3AIBM+api_key_secret&type=Code,2,
application_key,https://github.com/search?q=org%3AIBM+application_key&type=Code,2,
aws_bucket,https://github.com/search?q=org%3AIBM+aws_bucket&type=Code,2,
bluemix_pass,https://github.com/search?q=org%3AIBM+bluemix_pass&type=Code,2,
dbpasswd,https://github.com/search?q=org%3AIBM+dbpasswd&type=Code,2,
dockerhub_password,https://github.com/search?q=org%3AIBM+dockerhub_password&type=Code,2,
filename:.bash_history,https://github.com/search?q=org%3AIBM+filename%3A.bash_history&type=Code,2,
filename:.htpasswd,https://github.com/search?q=org%3AIBM+filename%3A.htpasswd&type=Code,2,
filename:bash_history,https://github.com/search?q=org%3AIBM+filename%3Abash_history&type=Code,2,
filename:dhcpd.conf,https://github.com/search?q=org%3AIBM+filename%3Adhcpd.conf&type=Code,2,
filename:gitconfig,https://github.com/search?q=org%3AIBM+filename%3Agitconfig&type=Code,2,
filename:htpasswd,https://github.com/search?q=org%3AIBM+filename%3Ahtpasswd&type=Code,2,
filename:id_rsa,https://github.com/search?q=org%3AIBM+filename%3Aid_rsa&type=Code,2,
google_private_key,https://github.com/search?q=org%3AIBM+google_private_key&type=Code,2,
magento password,https://github.com/search?q=org%3AIBM+magento+password&type=Code,2,
mh_apikey,https://github.com/search?q=org%3AIBM+mh_apikey&type=Code,2,
openwhisk_key,https://github.com/search?q=org%3AIBM+openwhisk_key&type=Code,2,
s3_secret_key,https://github.com/search?q=org%3AIBM+s3_secret_key&type=Code,2,Done!
setsecretkey,https://github.com/search?q=org%3AIBM+setsecretkey&type=Code,2,
app_log_level,https://github.com/search?q=org%3AIBM+app_log_level&type=Code,3,
bx_password,https://github.com/search?q=org%3AIBM+bx_password&type=Code,3,
db_server,https://github.com/search?q=org%3AIBM+db_server&type=Code,3,
filename:bash_profile,https://github.com/search?q=org%3AIBM+filename%3Abash_profile&type=Code,3,
filename:settings.py SECRET_KEY,https://github.com/search?q=org%3AIBM+filename%3Asettings.py+SECRET_KEY&type=Code,3,
mh_password,https://github.com/search?q=org%3AIBM+mh_password&type=Code,3,
npm_password,https://github.com/search?q=org%3AIBM+npm_password&type=Code,3,
s3_access_key_id,https://github.com/search?q=org%3AIBM+s3_access_key_id&type=Code,3,
send_keys,https://github.com/search?q=org%3AIBM+send_keys&type=Code,3,
TWILIO_SID NOT env,https://github.com/search?q=org%3AIBM+TWILIO_SID+NOT+env&type=Code,3,
twitter_secret,https://github.com/search?q=org%3AIBM+twitter_secret&type=Code,3,
xoxb,https://github.com/search?q=org%3AIBM+xoxb&type=Code,3,
app_key,https://github.com/search?q=org%3AIBM+app_key&type=Code,4,
docker_hub_password,https://github.com/search?q=org%3AIBM+docker_hub_password&type=Code,4,
github_id,https://github.com/search?q=org%3AIBM+github_id&type=Code,4,
gpg_key_name,https://github.com/search?q=org%3AIBM+gpg_key_name&type=Code,4,
jwt_secret,https://github.com/search?q=org%3AIBM+jwt_secret&type=Code,4,
secret_key_base,https://github.com/search?q=org%3AIBM+secret_key_base&type=Code,4,
slack_api,https://github.com/search?q=org%3AIBM+slack_api&type=Code,4,
slack_channel,https://github.com/search?q=org%3AIBM+slack_channel&type=Code,4,
sonatype_password,https://github.com/search?q=org%3AIBM+sonatype_password&type=Code,4,
dotfiles,https://github.com/search?q=org%3AIBM+dotfiles&type=Code,5,
filename:bashrc,https://github.com/search?q=org%3AIBM+filename%3Abashrc&type=Code,5,
filename:secrets.yml password,https://github.com/search?q=org%3AIBM+filename%3Asecrets.yml+password&type=Code,5,
filename:server.cfg,https://github.com/search?q=org%3AIBM+filename%3Aserver.cfg&type=Code,5,
mailgun apikey,https://github.com/search?q=org%3AIBM+mailgun+apikey&type=Code,5,
master_key,https://github.com/search?q=org%3AIBM+master_key&type=Code,5,
s3_access_key,https://github.com/search?q=org%3AIBM+s3_access_key&type=Code,5,
s3_key,https://github.com/search?q=org%3AIBM+s3_key&type=Code,5,
slack_signing_secret,https://github.com/search?q=org%3AIBM+slack_signing_secret&type=Code,5,
slack_token,https://github.com/search?q=org%3AIBM+slack_token&type=Code,5,
AWSSecretKey,https://github.com/search?q=org%3AIBM+AWSSecretKey&type=Code,6,
bintray_apikey,https://github.com/search?q=org%3AIBM+bintray_apikey&type=Code,6,
github_api_key,https://github.com/search?q=org%3AIBM+github_api_key&type=Code,6,
twilio_api_key,https://github.com/search?q=org%3AIBM+twilio_api_key&type=Code,6,
twilio_api_secret,https://github.com/search?q=org%3AIBM+twilio_api_secret&type=Code,6,
xoxp,https://github.com/search?q=org%3AIBM+xoxp&type=Code,6,
docker_pass,https://github.com/search?q=org%3AIBM+docker_pass&type=Code,7,
os_password,https://github.com/search?q=org%3AIBM+os_password&type=Code,7,
ftp_password,https://github.com/search?q=org%3AIBM+ftp_password&type=Code,8,
twilio_account_sid,https://github.com/search?q=org%3AIBM+twilio_account_sid&type=Code,8,
twine_password,https://github.com/search?q=org%3AIBM+twine_password&type=Code,8,
admin_pass,https://github.com/search?q=org%3AIBM+admin_pass&type=Code,9,
mailgun,https://github.com/search?q=org%3AIBM+mailgun&type=Code,9,
filename:credentials aws_access_key_id,https://github.com/search?q=org%3AIBM+filename%3Acredentials+aws_access_key_id&type=Code,10,
JEKYLL_GITHUB_TOKEN,https://github.com/search?q=org%3AIBM+JEKYLL_GITHUB_TOKEN&type=Code,10,
object_storage_password,https://github.com/search?q=org%3AIBM+object_storage_password&type=Code,10,
root_password,https://github.com/search?q=org%3AIBM+root_password&type=Code,10,
sauce_access_key,https://github.com/search?q=org%3AIBM+sauce_access_key&type=Code,10,
elasticsearch_password,https://github.com/search?q=org%3AIBM+elasticsearch_password&type=Code,11,
filename:composer.json,https://github.com/search?q=org%3AIBM+filename%3Acomposer.json&type=Code,11,
sendgrid_api_key,https://github.com/search?q=org%3AIBM+sendgrid_api_key&type=Code,11,
storePassword,https://github.com/search?q=org%3AIBM+storePassword&type=Code,11,
appsecret,https://github.com/search?q=org%3AIBM+appsecret&type=Code,12,
consumer_key,https://github.com/search?q=org%3AIBM+consumer_key&type=Code,12,
consumer_secret,https://github.com/search?q=org%3AIBM+consumer_secret&type=Code,12,
filename:.env DB_USERNAME NOT homestead,https://github.com/search?q=org%3AIBM+filename%3A.env+DB_USERNAME+NOT+homestead&type=Code,12,
preprod,https://github.com/search?q=org%3AIBM+preprod&type=Code,12,
rabbitmq_password,https://github.com/search?q=org%3AIBM+rabbitmq_password&type=Code,12,
oauth_token,https://github.com/search?q=org%3AIBM+oauth_token&type=Code,13,
security_credentials,https://github.com/search?q=org%3AIBM+security_credentials&type=Code,13,
slack_webhook,https://github.com/search?q=org%3AIBM+slack_webhook&type=Code,13,
authorizationToken,https://github.com/search?q=org%3AIBM+authorizationToken&type=Code,14,
database_password,https://github.com/search?q=org%3AIBM+database_password&type=Code,14,
apiSecret,https://github.com/search?q=org%3AIBM+apiSecret&type=Code,15,
jwt_token,https://github.com/search?q=org%3AIBM+jwt_token&type=Code,15,
nexus_password,https://github.com/search?q=org%3AIBM+nexus_password&type=Code,16,
cloud_api_key,https://github.com/search?q=org%3AIBM+cloud_api_key&type=Code,17,
x-api-key,https://github.com/search?q=org%3AIBM+x-api-key&type=Code,17,
sendkeys,https://github.com/search?q=org%3AIBM+sendkeys&type=Code,18,
gpg_keyname,https://github.com/search?q=org%3AIBM+gpg_keyname&type=Code,19,
herokuapp,https://github.com/search?q=org%3AIBM+herokuapp&type=Code,19,
ossrh_password,https://github.com/search?q=org%3AIBM+ossrh_password&type=Code,19,
encryption_password,https://github.com/search?q=org%3AIBM+encryption_password&type=Code,22,
appkey,https://github.com/search?q=org%3AIBM+appkey&type=Code,23,
send.keys,https://github.com/search?q=org%3AIBM+send.keys&type=Code,23,
minio_secret_key,https://github.com/search?q=org%3AIBM+minio_secret_key&type=Code,24,
encryption_key,https://github.com/search?q=org%3AIBM+encryption_key&type=Code,25,
mapbox api key,https://github.com/search?q=org%3AIBM+mapbox+api+key&type=Code,25,
minio_access_key,https://github.com/search?q=org%3AIBM+minio_access_key&type=Code,26,
appspot,https://github.com/search?q=org%3AIBM+appspot&type=Code,28,
keyPassword,https://github.com/search?q=org%3AIBM+keyPassword&type=Code,28,
filename:npmrc,https://github.com/search?q=org%3AIBM+filename%3Anpmrc&type=Code,29,
gpg_passphrase,https://github.com/search?q=org%3AIBM+gpg_passphrase&type=Code,29,
bashrc password,https://github.com/search?q=org%3AIBM+bashrc+password&type=Code,32,
extension:exs,https://github.com/search?q=org%3AIBM+extension%3Aexs&type=Code,32,
aws_secret_key,https://github.com/search?q=org%3AIBM+aws_secret_key&type=Code,33,
connectionstring,https://github.com/search?q=org%3AIBM+connectionstring&type=Code,37,
mysql_root_password,https://github.com/search?q=org%3AIBM+mysql_root_password&type=Code,38,
admin_user,https://github.com/search?q=org%3AIBM+admin_user&type=Code,39,
firebase,https://github.com/search?q=org%3AIBM+firebase&type=Code,39,
bluemix_api_key,https://github.com/search?q=org%3AIBM+bluemix_api_key&type=Code,42,
testuser,https://github.com/search?q=org%3AIBM+testuser&type=Code,50,
twilio secret,https://github.com/search?q=org%3AIBM+twilio+secret&type=Code,52,
nexus password,https://github.com/search?q=org%3AIBM+nexus+password&type=Code,54,
gh_token,https://github.com/search?q=org%3AIBM+gh_token&type=Code,55,
secret.password,https://github.com/search?q=org%3AIBM+secret.password&type=Code,55,
extension:pem private,https://github.com/search?q=org%3AIBM+extension%3Apem+private&type=Code,56,
codecov_token,https://github.com/search?q=org%3AIBM+codecov_token&type=Code,60,
mailchimp,https://github.com/search?q=org%3AIBM+mailchimp&type=Code,61,
dbpassword,https://github.com/search?q=org%3AIBM+dbpassword&type=Code,62,
api_secret,https://github.com/search?q=org%3AIBM+api_secret&type=Code,66,
filename:connections,https://github.com/search?q=org%3AIBM+filename%3Aconnections&type=Code,78,
redis_password,https://github.com/search?q=org%3AIBM+redis_password&type=Code,80,
sshpass,https://github.com/search?q=org%3AIBM+sshpass&type=Code,81,
app_id,https://github.com/search?q=org%3AIBM+app_id&type=Code,88,
db_username,https://github.com/search?q=org%3AIBM+db_username&type=Code,90,
extension:env,https://github.com/search?q=org%3AIBM+extension%3Aenv&type=Code,95,
authsecret,https://github.com/search?q=org%3AIBM+authsecret&type=Code,97,
filename:bash,https://github.com/search?q=org%3AIBM+filename%3Abash&type=Code,109,
docker_password,https://github.com/search?q=org%3AIBM+docker_password&type=Code,110,
access_key,https://github.com/search?q=org%3AIBM+access_key&type=Code,113,
auth_token,https://github.com/search?q=org%3AIBM+auth_token&type=Code,119,
dbuser,https://github.com/search?q=org%3AIBM+dbuser&type=Code,119,
secret_key,https://github.com/search?q=org%3AIBM+secret_key&type=Code,125,
db_password,https://github.com/search?q=org%3AIBM+db_password&type=Code,126,
github_token,https://github.com/search?q=org%3AIBM+github_token&type=Code,126,
secretaccesskey,https://github.com/search?q=org%3AIBM+secretaccesskey&type=Code,131,
private_key,https://github.com/search?q=org%3AIBM+private_key&type=Code,138,
stg,https://github.com/search?q=org%3AIBM+stg&type=Code,140,
secret_access_key,https://github.com/search?q=org%3AIBM+secret_access_key&type=Code,147,
filename:pass,https://github.com/search?q=org%3AIBM+filename%3Apass&type=Code,153,
extension:bat,https://github.com/search?q=org%3AIBM+extension%3Abat&type=Code,160,
cloudant_password,https://github.com/search?q=org%3AIBM+cloudant_password&type=Code,175,
client_secret,https://github.com/search?q=org%3AIBM+client_secret&type=Code,196,
password travis,https://github.com/search?q=org%3AIBM+password+travis&type=Code,204,
extension:cfg,https://github.com/search?q=org%3AIBM+extension%3Acfg&type=Code,214,
extension:ini,https://github.com/search?q=org%3AIBM+extension%3Aini&type=Code,218,
secretkey,https://github.com/search?q=org%3AIBM+secretkey&type=Code,219,
filename:database,https://github.com/search?q=org%3AIBM+filename%3Adatabase&type=Code,236,
aws_access_key_id,https://github.com/search?q=org%3AIBM+aws_access_key_id&type=Code,243,
filename:shadow,https://github.com/search?q=org%3AIBM+filename%3Ashadow&type=Code,253,
mysql password,https://github.com/search?q=org%3AIBM+mysql+password&type=Code,271,
stripe,https://github.com/search?q=org%3AIBM+stripe&type=Code,300,
filename:environment,https://github.com/search?q=org%3AIBM+filename%3Aenvironment&type=Code,337,
access_token,https://github.com/search?q=org%3AIBM+access_token&type=Code,368,
apidocs,https://github.com/search?q=org%3AIBM+apidocs&type=Code,369,
ftp,https://github.com/search?q=org%3AIBM+ftp&type=Code,380,
filename:credentials,https://github.com/search?q=org%3AIBM+filename%3Acredentials&type=Code,464,
node_env,https://github.com/search?q=org%3AIBM+node_env&type=Code,499,
filename:constants,https://github.com/search?q=org%3AIBM+filename%3Aconstants&type=Code,500,
passwords,https://github.com/search?q=org%3AIBM+passwords&type=Code,520,
gitlab,https://github.com/search?q=org%3AIBM+gitlab&type=Code,554,
pem private,https://github.com/search?q=org%3AIBM+pem+private&type=Code,557,
passwd,https://github.com/search?q=org%3AIBM+passwd&type=Code,631,
mysql,https://github.com/search?q=org%3AIBM+mysql&type=Code,653,
amazonaws,https://github.com/search?q=org%3AIBM+amazonaws&type=Code,654,
api_key,https://github.com/search?q=org%3AIBM+api_key&type=Code,730,
extension:sql,https://github.com/search?q=org%3AIBM+extension%3Asql&type=Code,770,
filename:settings,https://github.com/search?q=org%3AIBM+filename%3Asettings&type=Code,773,
extension:pem,https://github.com/search?q=org%3AIBM+extension%3Apem&type=Code,786,
staging,https://github.com/search?q=org%3AIBM+staging&type=Code,800,
filename:global,https://github.com/search?q=org%3AIBM+filename%3Aglobal&type=Code,805,
filename:env,https://github.com/search?q=org%3AIBM+filename%3Aenv&type=Code,831,
filename:.history,https://github.com/search?q=org%3AIBM+filename%3A.history&type=Code,1151,
filename:history,https://github.com/search?q=org%3AIBM+filename%3Ahistory&type=Code,1151,
filename:spec,https://github.com/search?q=org%3AIBM+filename%3Aspec&type=Code,1245,
extension:properties,https://github.com/search?q=org%3AIBM+extension%3Aproperties&type=Code,1352,
swagger,https://github.com/search?q=org%3AIBM+swagger&type=Code,1410,
ssh,https://github.com/search?q=org%3AIBM+ssh&type=Code,1871,
secret access key,https://github.com/search?q=org%3AIBM+secret+access+key&type=Code,2134,
apikey,https://github.com/search?q=org%3AIBM+apikey&type=Code,2490,
secure,https://github.com/search?q=org%3AIBM+secure&type=Code,2890,
filename:makefile,https://github.com/search?q=org%3AIBM+filename%3Amakefile&type=Code,3298,
pwd,https://github.com/search?q=org%3AIBM+pwd&type=Code,3338,
login,https://github.com/search?q=org%3AIBM+login&type=Code,4418,
filename:config,https://github.com/search?q=org%3AIBM+filename%3Aconfig&type=Code,4761,
secrets,https://github.com/search?q=org%3AIBM+secrets&type=Code,5204,
credentials,https://github.com/search?q=org%3AIBM+credentials&type=Code,5699,
prod,https://github.com/search?q=org%3AIBM+prod&type=Code,5807,
extension:sh,https://github.com/search?q=org%3AIBM+extension%3Ash&type=Code,6616,
pass,https://github.com/search?q=org%3AIBM+pass&type=Code,9223,
secret,https://github.com/search?q=org%3AIBM+secret&type=Code,9299,
token,https://github.com/search?q=org%3AIBM+token&type=Code,11690,
password,https://github.com/search?q=org%3AIBM+password&type=Code,11762,
private -language:java,https://github.com/search?q=org%3AIBM+private+-language%3Ajava&type=Code,14960,
internal,https://github.com/search?q=org%3AIBM+internal&type=Code,15407,
private,https://github.com/search?q=org%3AIBM+private&type=Code,26777,
config,https://github.com/search?q=org%3AIBM+config&type=Code,30233,
language:yaml -filename:travis,https://github.com/search?q=org%3AIBM+language%3Ayaml+-filename%3Atravis&type=Code,30974,
key,https://github.com/search?q=org%3AIBM+key&type=Code,61608,
